Year,FG%,3P%,2P%,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,SRS,ORtg,DRtg,Attend./G,Win %,Playoff
98-99,0.401,0.289,0.422,0.709,39.3,20.3,8.7,3.4,15.5,22.2,81.9,-8.58,92.4,103.0,22400.0,0.1585365853658536,0
07-08,0.459,0.348,0.506,0.752,43.2,22.4,9.1,4.6,13.2,22.9,111.0,2.38,111.8,109.5,19631.0,0.5853658536585366,0
07-08,0.47,0.355,0.504,0.751,44.1,24.7,9.2,6.7,14.7,21.1,110.7,3.74,110.0,106.3,17365.0,0.6097560975609756,1
07-08,0.5,0.393,0.538,0.783,41.5,26.7,6.5,6.3,14.4,19.9,110.1,5.14,113.3,108.1,18422.0,0.6707317073170732,1
07-08,0.476,0.378,0.51,0.769,44.1,24.4,8.0,5.3,14.1,20.6,108.6,7.34,113.0,105.5,18997.0,0.6951219512195121,1
07-08,0.497,0.372,0.522,0.759,40.9,26.4,8.7,4.3,14.6,24.0,106.2,6.86,113.8,106.5,19908.0,0.6585365853658537,1
07-08,0.474,0.386,0.516,0.721,42.0,20.8,6.3,4.1,14.3,20.6,104.5,4.79,111.3,105.5,17301.0,0.6341463414634146,1
07-08,0.444,0.374,0.472,0.768,43.1,22.7,7.6,5.0,15.1,23.4,104.0,-1.87,106.0,107.5,12222.0,0.4390243902439024,0
07-08,0.464,0.373,0.488,0.798,40.1,19.1,7.9,4.1,16.1,22.4,102.5,-1.86,107.5,109.9,14151.0,0.4634146341463415,0
07-08,0.466,0.389,0.49,0.769,41.8,21.8,7.8,3.9,11.9,18.7,100.9,5.46,111.5,105.7,14181.0,0.6829268292682927,1
07-08,0.454,0.349,0.492,0.723,41.6,19.2,6.1,4.7,15.3,19.4,100.7,-5.76,105.0,111.4,12770.0,0.2682926829268293,0
07-08,0.475,0.381,0.506,0.771,42.0,22.4,8.5,4.6,15.2,22.7,100.5,9.3,110.2,98.9,18624.0,0.8048780487804879,1
07-08,0.464,0.352,0.495,0.814,43.0,21.0,6.0,4.9,12.6,21.8,100.4,4.7,111.1,106.1,20286.0,0.6219512195121951,1
07-08,0.468,0.392,0.489,0.812,40.1,23.8,7.0,4.1,11.7,19.5,100.2,2.47,110.2,107.0,19435.0,0.5,1
07-08,0.446,0.356,0.475,0.782,41.6,19.6,7.7,4.8,13.2,19.6,98.8,-0.61,109.2,109.6,17962.0,0.524390243902439,1
07-08,0.454,0.356,0.473,0.772,42.2,22.0,7.3,5.5,14.9,20.4,98.2,-2.23,106.9,108.9,16281.0,0.4512195121951219,1
07-08,0.458,0.366,0.481,0.767,41.4,22.3,7.1,5.8,11.7,20.6,97.5,6.67,111.4,102.9,22076.0,0.7195121951219512,1
07-08,0.444,0.333,0.462,0.77,44.6,21.3,6.5,4.9,16.0,20.5,97.5,-8.04,100.5,109.5,13355.0,0.2439024390243902,0
07-08,0.435,0.363,0.452,0.756,43.0,22.1,7.7,5.2,14.6,21.8,97.3,-3.19,103.9,107.2,21988.0,0.4024390243902439,0
07-08,0.452,0.367,0.476,0.714,40.6,21.3,7.5,4.9,14.7,21.7,97.1,-4.49,104.6,109.4,14717.0,0.3902439024390244,0
07-08,0.449,0.344,0.474,0.733,41.7,21.5,6.6,4.4,14.8,21.3,97.0,-6.92,105.3,112.8,15596.0,0.3170731707317073,0
07-08,0.439,0.337,0.467,0.727,42.5,18.7,6.4,2.6,14.5,21.5,96.9,-6.55,104.7,111.9,19116.0,0.2804878048780488,0
07-08,0.448,0.342,0.485,0.726,44.6,21.4,7.3,5.1,13.7,19.6,96.7,4.83,106.8,101.6,17525.0,0.6707317073170732,1
07-08,0.46,0.317,0.483,0.706,41.9,20.4,8.7,4.9,14.3,19.8,96.6,0.19,106.4,106.0,14870.0,0.4878048780487805,1
07-08,0.439,0.358,0.463,0.717,44.6,20.0,7.1,5.2,14.0,20.9,96.4,-0.53,106.0,106.4,20465.0,0.5487804878048781,1
07-08,0.443,0.348,0.47,0.736,41.9,23.5,6.4,4.8,15.0,22.6,95.8,-5.15,104.0,109.4,15657.0,0.4146341463414634,0
07-08,0.451,0.35,0.474,0.736,41.4,19.9,7.5,3.7,14.5,23.0,95.6,-6.26,103.8,111.2,14477.0,0.2682926829268293,0
07-08,0.448,0.377,0.468,0.767,40.7,21.1,5.5,4.4,12.9,20.0,95.4,-0.52,107.3,108.4,19550.0,0.5,0
07-08,0.457,0.369,0.487,0.761,41.3,21.0,6.4,4.1,12.6,18.7,95.4,5.1,107.2,101.8,18565.0,0.6829268292682927,1
07-08,0.438,0.324,0.46,0.781,40.1,21.1,6.8,4.9,14.4,21.3,93.8,-6.56,101.2,109.1,16888.0,0.2804878048780488,0
07-08,0.443,0.358,0.467,0.727,37.6,20.0,7.2,4.3,14.7,20.4,91.4,-8.53,100.5,110.0,19464.0,0.1829268292682926,0
00-01,0.449,0.354,0.472,0.771,45.0,22.6,9.7,5.3,14.9,19.5,101.7,6.07,105.6,99.6,17317.0,0.6707317073170732,1
00-01,0.458,0.379,0.48,0.787,42.4,22.5,8.2,4.7,13.7,23.5,100.7,3.14,108.8,104.6,16662.0,0.6341463414634146,1
00-01,0.465,0.344,0.494,0.683,44.7,23.0,6.9,6.0,14.4,22.8,100.6,3.74,108.4,104.8,18935.0,0.6829268292682927,1
00-01,0.459,0.381,0.479,0.794,41.5,21.2,7.5,6.0,13.9,23.3,100.5,4.61,107.1,102.6,16591.0,0.6463414634146342,1
00-01,0.437,0.369,0.451,0.747,44.5,24.4,7.3,6.3,13.2,21.3,97.6,1.69,105.9,103.4,19348.0,0.573170731707317,1
00-01,0.438,0.364,0.456,0.714,42.9,22.0,8.2,5.9,15.2,25.3,97.5,0.39,103.2,102.1,14757.0,0.524390243902439,1
00-01,0.456,0.399,0.468,0.732,41.7,21.9,8.0,5.0,15.3,21.1,97.3,0.55,105.6,105.6,15630.0,0.5365853658536586,0
00-01,0.458,0.357,0.473,0.785,42.3,25.4,8.3,5.6,13.9,23.2,97.3,1.81,105.2,103.7,17497.0,0.573170731707317,1
00-01,0.453,0.357,0.48,0.758,42.0,19.7,7.2,4.4,14.7,20.2,97.2,2.71,106.7,104.2,12648.0,0.5487804878048781,0
00-01,0.471,0.381,0.485,0.752,40.6,25.7,8.1,5.6,15.8,25.7,97.1,5.0,107.6,102.4,19322.0,0.6463414634146342,1
00-01,0.433,0.355,0.454,0.737,44.2,24.0,6.7,6.6,13.9,22.2,96.6,-1.83,103.7,106.3,15105.0,0.4878048780487805,0
00-01,0.461,0.407,0.472,0.715,44.1,21.7,6.9,7.0,14.0,18.9,96.2,7.92,106.6,98.0,22273.0,0.7073170731707317,1
00-01,0.424,0.35,0.439,0.721,45.5,19.9,7.5,5.5,15.9,23.8,95.6,-2.08,100.0,101.8,14813.0,0.3902439024390244,0
00-01,0.468,0.349,0.492,0.762,42.0,23.9,8.2,5.1,15.3,21.3,95.4,4.52,106.5,101.8,20277.0,0.6097560975609756,1
00-01,0.447,0.326,0.464,0.745,44.8,20.6,8.4,5.0,15.8,20.4,94.7,3.64,103.6,98.9,19651.0,0.6829268292682927,1
00-01,0.428,0.363,0.45,0.74,39.8,20.8,9.4,4.1,15.7,23.8,94.6,-2.4,101.4,103.7,15346.0,0.4390243902439024,0
00-01,0.436,0.315,0.458,0.755,42.7,23.2,9.5,5.2,15.2,22.7,94.0,2.63,100.3,98.0,17990.0,0.6219512195121951,1
00-01,0.439,0.324,0.456,0.759,41.3,20.1,7.7,4.7,17.0,23.3,93.2,-6.75,100.6,107.8,15577.0,0.2317073170731707,0
00-01,0.44,0.342,0.461,0.766,42.9,21.5,6.9,5.9,15.2,23.5,92.6,-0.77,102.0,102.2,17849.0,0.5,1
00-01,0.448,0.339,0.469,0.693,42.9,19.3,6.0,6.3,15.8,21.6,92.5,-2.23,101.3,104.5,14673.0,0.3780487804878049,0
00-01,0.409,0.293,0.427,0.706,45.5,21.8,9.0,5.0,15.9,21.1,92.5,-8.11,97.8,107.4,14439.0,0.2073170731707317,0
00-01,0.442,0.334,0.455,0.765,42.1,20.8,7.8,5.3,16.5,23.2,92.2,-4.48,100.3,104.9,15873.0,0.3658536585365853,0
00-01,0.425,0.333,0.443,0.759,39.6,19.5,7.9,5.0,14.7,24.2,92.1,-5.3,100.0,105.5,13575.0,0.3170731707317073,0
00-01,0.431,0.346,0.446,0.745,44.4,23.2,8.1,5.5,14.4,21.4,91.9,1.45,101.8,99.5,15010.0,0.5609756097560976,1
00-01,0.439,0.343,0.455,0.77,40.5,23.2,7.1,4.4,15.7,21.1,91.7,-4.94,99.6,105.8,13737.0,0.2804878048780488,0
00-01,0.431,0.357,0.443,0.759,42.9,19.0,7.7,4.7,16.7,22.7,91.0,-5.55,98.7,104.3,13667.0,0.3048780487804878,0
00-01,0.43,0.345,0.455,0.759,39.6,19.9,7.7,3.7,13.7,21.0,88.9,1.73,101.1,98.5,16541.0,0.6097560975609756,1
00-01,0.444,0.351,0.465,0.796,40.2,18.5,6.6,4.2,14.5,22.7,88.7,1.98,101.2,98.2,19763.0,0.5853658536585366,1
00-01,0.424,0.346,0.438,0.739,38.9,22.1,8.2,4.6,15.8,23.2,87.6,-9.09,97.2,107.3,21674.0,0.1829268292682926,0
19-20,0.476,0.355,0.567,0.742,51.7,25.9,7.2,5.9,15.1,19.6,118.7,9.41,112.4,102.9,17711.0,0.6829268292682927,1
19-20,0.451,0.345,0.557,0.791,44.3,21.6,8.7,5.2,14.7,21.8,117.8,3.13,112.9,110.1,18077.0,0.5365853658536586,1
19-20,0.461,0.367,0.541,0.779,46.9,24.7,6.1,4.8,12.7,19.5,117.0,4.87,116.7,111.7,20062.0,0.524390243902439,1
19-20,0.466,0.371,0.522,0.791,47.7,23.7,7.1,4.7,14.6,22.1,116.3,6.66,113.9,107.6,19068.0,0.5975609756097561,1
19-20,0.465,0.37,0.528,0.729,46.5,26.8,7.5,5.0,16.4,21.2,115.8,-0.55,110.7,111.9,16505.0,0.3658536585365853,0
19-20,0.463,0.377,0.514,0.804,45.3,20.6,6.3,6.1,12.8,21.7,115.0,-0.61,113.7,114.8,19634.0,0.4268292682926829,1
19-20,0.457,0.368,0.506,0.788,42.0,25.0,8.0,4.3,14.2,22.7,114.4,-5.24,110.9,115.5,16647.0,0.3048780487804878,0
19-20,0.472,0.376,0.516,0.81,44.6,24.7,7.3,5.5,12.6,19.4,114.1,-0.65,112.4,113.5,18351.0,0.3902439024390244,0
19-20,0.461,0.364,0.522,0.801,46.1,23.0,8.3,5.6,13.8,21.6,113.7,5.83,113.3,107.0,19090.0,0.5853658536585366,1
19-20,0.468,0.358,0.529,0.834,43.5,27.2,7.7,4.0,14.8,22.0,113.6,0.56,111.7,111.4,15606.0,0.4146341463414634,0
19-20,0.48,0.349,0.552,0.729,45.7,25.4,8.6,6.6,15.2,20.7,113.4,6.28,112.0,106.3,18997.0,0.6341463414634146,1
19-20,0.441,0.336,0.521,0.753,44.8,23.8,8.7,5.7,15.3,21.4,113.3,-4.02,108.1,112.2,15066.0,0.2317073170731707,0
19-20,0.458,0.374,0.519,0.796,45.4,25.2,8.8,5.0,14.8,21.7,112.8,5.97,111.1,105.0,19796.0,0.6463414634146342,1
19-20,0.468,0.347,0.532,0.763,46.5,26.9,7.9,5.5,15.2,21.2,112.6,-0.91,109.2,110.3,15857.0,0.4146341463414634,0
19-20,0.468,0.379,0.532,0.783,44.4,25.9,7.5,4.5,14.9,20.6,112.0,2.59,112.5,109.5,19680.0,0.5365853658536586,1
19-20,0.449,0.333,0.525,0.79,43.3,24.0,7.8,5.1,16.2,23.1,111.8,-7.71,107.2,114.8,16043.0,0.2439024390243902,0
19-20,0.448,0.343,0.524,0.745,47.9,24.5,6.4,4.5,15.3,21.0,111.8,-1.01,108.9,109.5,16403.0,0.4268292682926829,1
19-20,0.473,0.359,0.533,0.777,44.1,26.7,8.0,4.6,13.8,20.3,111.3,2.35,113.1,111.0,19186.0,0.5609756097560976,1
19-20,0.471,0.38,0.535,0.779,44.9,22.4,6.1,4.1,15.1,20.4,111.3,2.52,112.3,109.9,18306.0,0.5365853658536586,1
19-20,0.468,0.368,0.524,0.755,45.4,25.8,8.0,5.3,14.2,20.9,110.7,2.25,111.3,109.0,20629.0,0.524390243902439,1
19-20,0.468,0.355,0.529,0.796,42.9,21.7,7.6,4.9,13.7,19.3,110.4,2.33,110.8,108.8,18203.0,0.5365853658536586,1
19-20,0.462,0.364,0.527,0.77,42.6,23.8,7.7,4.1,14.5,22.2,110.1,-1.59,110.2,112.2,16796.0,0.3780487804878049,0
19-20,0.476,0.363,0.529,0.787,42.8,25.9,7.4,5.2,13.2,19.8,109.4,1.63,110.0,108.0,16531.0,0.5487804878048781,1
19-20,0.444,0.343,0.502,0.774,44.5,23.9,8.2,5.4,12.8,18.3,107.3,-0.93,108.5,109.5,17093.0,0.4024390243902439,1
19-20,0.459,0.367,0.515,0.743,41.7,24.1,7.4,4.5,15.3,19.7,107.2,-4.38,109.0,112.7,15294.0,0.2439024390243902,0
19-20,0.458,0.351,0.519,0.758,44.2,23.1,6.9,3.2,16.5,18.3,106.9,-7.77,107.5,115.4,17861.0,0.2317073170731707,0
19-20,0.447,0.348,0.511,0.755,41.9,23.2,10.0,4.1,15.5,21.8,106.8,-4.0,106.7,109.8,18804.0,0.2682926829268293,0
19-20,0.438,0.334,0.495,0.803,42.8,25.6,8.2,4.6,14.9,20.1,106.3,-8.12,105.2,113.8,18064.0,0.1829268292682926,0
19-20,0.447,0.337,0.499,0.694,46.5,22.1,7.6,4.7,14.3,22.2,105.8,-6.72,106.5,113.0,18812.0,0.2560975609756097,0
19-20,0.434,0.352,0.489,0.748,42.8,23.8,6.6,4.1,14.6,18.8,102.9,-7.03,106.3,113.3,15428.0,0.2804878048780488,0
95-96,0.478,0.403,0.496,0.746,44.6,24.8,9.1,4.2,14.3,22.0,105.2,11.8,115.2,101.8,23638.0,0.8780487804878049,1
95-96,0.48,0.364,0.519,0.76,41.5,24.4,10.8,4.8,17.6,24.0,104.5,7.4,110.3,102.1,17007.0,0.7804878048780488,1
95-96,0.482,0.378,0.517,0.691,41.1,25.4,8.1,5.0,14.1,20.8,104.5,5.4,112.9,106.9,17248.0,0.7317073170731707,1
95-96,0.473,0.332,0.498,0.771,42.8,24.4,7.6,4.0,14.7,21.7,104.3,0.28,110.3,110.0,19023.0,0.5,1
95-96,0.456,0.371,0.478,0.714,42.4,21.9,8.0,5.0,15.9,24.9,103.6,-3.37,106.4,109.9,17825.0,0.4024390243902439,0
95-96,0.477,0.392,0.498,0.736,43.0,24.9,7.9,6.5,14.6,22.2,103.4,5.98,110.2,103.5,19791.0,0.7195121951219512,1
95-96,0.48,0.351,0.512,0.746,40.2,25.4,8.8,6.3,14.2,20.8,102.9,4.21,111.4,106.6,15845.0,0.6463414634146342,1
95-96,0.47,0.384,0.495,0.77,39.5,23.3,7.1,3.4,15.1,22.1,102.8,-0.48,111.2,111.8,24042.0,0.5,0
95-96,0.484,0.407,0.501,0.728,39.7,22.1,7.2,6.2,16.2,24.2,102.5,0.99,108.7,107.6,17237.0,0.4756097560975609,0
95-96,0.488,0.372,0.509,0.768,41.0,26.1,8.1,5.1,14.8,25.0,102.5,6.25,113.3,106.1,19831.0,0.6707317073170732,1
95-96,0.464,0.362,0.501,0.765,41.1,24.2,7.9,5.8,15.2,21.4,102.5,1.63,109.3,107.4,16293.0,0.5853658536585366,1
95-96,0.42,0.36,0.443,0.722,46.2,23.3,7.8,4.2,15.5,22.4,102.5,-4.71,106.1,111.2,16686.0,0.3170731707317073,0
95-96,0.456,0.373,0.474,0.759,42.2,23.0,8.6,5.7,16.4,22.4,101.6,-1.42,108.4,109.9,15025.0,0.4390243902439024,0
95-96,0.457,0.387,0.473,0.731,42.2,22.3,7.8,5.3,17.6,26.0,99.5,-2.62,106.2,109.1,17317.0,0.4756097560975609,1
95-96,0.472,0.37,0.499,0.702,38.6,20.4,8.6,5.0,16.5,24.5,99.4,-3.46,106.5,110.3,9074.0,0.3536585365853658,0
95-96,0.48,0.373,0.5,0.755,39.9,23.4,7.1,3.9,16.3,24.8,99.3,3.11,110.8,107.2,16438.0,0.6341463414634146,1
95-96,0.458,0.353,0.485,0.662,45.6,21.5,7.2,5.1,16.8,22.7,99.3,2.21,106.0,103.5,20684.0,0.5365853658536586,1
95-96,0.448,0.355,0.477,0.757,40.6,19.6,9.4,3.9,15.0,20.9,98.3,1.29,109.4,108.0,12114.0,0.5609756097560976,1
95-96,0.459,0.326,0.479,0.777,39.7,22.8,7.9,5.9,17.4,24.3,97.9,-5.14,104.1,109.8,14285.0,0.3170731707317073,0
95-96,0.451,0.346,0.473,0.743,43.2,22.6,6.4,7.3,15.4,23.0,97.7,-2.62,105.2,108.1,16474.0,0.4268292682926829,0
95-96,0.467,0.354,0.492,0.723,40.0,23.5,9.1,6.0,18.8,24.2,97.5,-7.2,103.8,111.8,23483.0,0.2560975609756097,0
95-96,0.471,0.377,0.494,0.757,40.0,22.2,7.9,4.6,15.5,22.7,97.2,2.24,106.0,103.5,19763.0,0.573170731707317,1
95-96,0.457,0.379,0.481,0.71,42.6,21.4,7.0,5.4,17.0,26.3,96.5,1.46,105.3,103.8,14783.0,0.5121951219512195,1
95-96,0.467,0.338,0.493,0.738,38.3,21.4,7.1,3.7,15.8,23.7,95.6,-4.92,105.6,111.5,15783.0,0.3048780487804878,0
95-96,0.459,0.404,0.475,0.751,40.5,19.6,6.2,4.3,14.8,23.8,95.4,2.45,107.9,105.1,17819.0,0.5609756097560976,1
95-96,0.436,0.342,0.463,0.734,38.9,19.9,7.8,5.1,17.2,21.7,94.5,-9.45,102.2,113.0,11935.0,0.2195121951219512,0
95-96,0.427,0.335,0.438,0.745,47.0,21.4,7.6,7.0,16.8,22.9,93.7,-4.14,101.9,106.5,15564.0,0.3658536585365853,0
95-96,0.46,0.377,0.49,0.763,35.6,22.2,8.2,4.1,13.1,20.5,91.1,2.49,109.9,106.7,17807.0,0.573170731707317,1
95-96,0.428,0.329,0.448,0.724,38.1,20.8,8.9,4.1,16.4,22.6,89.8,-9.55,97.6,108.5,17183.0,0.1829268292682926,0
06-07,0.494,0.399,0.532,0.808,40.5,25.9,6.7,4.8,14.5,20.2,110.2,7.28,113.9,106.4,18422.0,0.7439024390243902,1
06-07,0.463,0.356,0.504,0.717,41.4,23.8,9.1,5.7,16.0,23.6,106.5,0.0,107.0,107.4,18104.0,0.5121951219512195,1
06-07,0.465,0.336,0.5,0.746,43.4,23.4,8.3,5.3,16.5,21.4,105.4,1.69,107.6,105.9,17230.0,0.5487804878048781,1
06-07,0.45,0.348,0.482,0.765,41.2,20.2,7.7,4.6,13.8,22.2,104.3,-0.8,110.1,110.6,18373.0,0.5,1
06-07,0.466,0.353,0.505,0.747,41.2,22.6,7.3,5.1,15.5,23.0,103.3,0.24,108.6,108.6,18986.0,0.5121951219512195,1
06-07,0.465,0.367,0.491,0.761,39.5,20.5,6.9,5.0,16.4,22.3,101.6,-4.44,106.9,112.3,14655.0,0.2682926829268293,0
06-07,0.474,0.335,0.501,0.743,42.5,24.7,7.0,4.1,15.6,25.2,101.5,3.06,110.1,107.0,19566.0,0.6219512195121951,1
06-07,0.45,0.35,0.48,0.765,38.9,20.3,8.2,3.2,14.6,21.9,101.3,-1.35,106.2,108.0,17317.0,0.4024390243902439,0
06-07,0.467,0.381,0.491,0.805,41.9,19.9,6.8,5.0,13.9,22.4,100.0,7.28,111.3,103.2,20351.0,0.8170731707317073,1
06-07,0.465,0.356,0.495,0.733,39.2,21.6,7.2,2.7,15.1,22.2,99.7,-4.43,107.0,111.7,16186.0,0.3414634146341463,0
06-07,0.463,0.363,0.492,0.788,39.5,22.2,7.1,3.9,13.5,20.4,99.5,0.61,107.0,106.0,18259.0,0.573170731707317,1
06-07,0.46,0.362,0.487,0.791,39.6,20.7,7.7,3.7,15.5,22.0,99.1,-2.45,107.2,110.3,15955.0,0.3780487804878049,0
06-07,0.457,0.388,0.473,0.734,43.7,22.3,7.8,5.4,16.0,23.3,98.8,4.52,104.9,99.6,22253.0,0.5975609756097561,1
06-07,0.474,0.381,0.504,0.751,40.7,22.1,7.2,5.1,13.9,19.4,98.5,8.35,109.2,99.9,18654.0,0.7073170731707317,1
06-07,0.457,0.363,0.49,0.727,40.8,23.9,6.1,3.3,14.8,22.8,97.6,-1.0,105.7,106.6,16926.0,0.5,1
06-07,0.457,0.346,0.487,0.715,43.3,18.7,6.6,3.2,17.1,23.6,97.5,-3.06,105.7,108.8,18796.0,0.4024390243902439,0
06-07,0.445,0.372,0.475,0.753,43.3,20.8,7.1,4.1,14.2,20.9,97.0,5.04,106.0,100.7,16545.0,0.6341463414634146,1
06-07,0.446,0.357,0.467,0.734,39.8,22.4,7.8,4.5,14.9,24.2,96.9,-3.97,103.6,107.6,15549.0,0.4024390243902439,0
06-07,0.447,0.352,0.473,0.696,43.5,20.8,7.6,4.3,14.4,21.7,96.8,3.33,105.5,101.3,20436.0,0.6097560975609756,1
06-07,0.461,0.353,0.483,0.792,40.2,22.5,6.5,4.0,15.6,21.4,96.1,-3.16,103.9,107.9,15999.0,0.3902439024390244,0
06-07,0.454,0.344,0.481,0.774,40.5,21.6,7.1,5.8,12.2,20.4,96.0,3.69,108.9,104.2,22076.0,0.6463414634146342,1
06-07,0.443,0.367,0.462,0.767,40.4,19.9,7.2,4.7,16.5,24.0,95.8,-3.7,103.2,106.9,16843.0,0.2926829268292683,0
06-07,0.456,0.348,0.474,0.788,41.1,21.5,7.3,5.8,15.1,22.7,95.6,-0.07,105.1,105.6,18421.0,0.4878048780487805,0
06-07,0.438,0.346,0.462,0.76,41.8,20.5,7.3,5.5,16.3,23.3,95.6,-2.62,102.9,105.5,15360.0,0.4268292682926829,0
06-07,0.445,0.362,0.464,0.74,43.1,18.7,6.4,4.2,14.5,19.8,95.5,-1.19,104.8,106.5,17954.0,0.4756097560975609,0
06-07,0.458,0.345,0.474,0.767,39.7,20.4,7.2,4.8,15.3,20.4,94.9,-3.26,103.6,106.9,14844.0,0.4268292682926829,0
06-07,0.472,0.356,0.494,0.702,40.7,18.6,6.9,5.1,17.0,23.2,94.8,0.35,104.9,104.1,17095.0,0.4878048780487805,1
06-07,0.464,0.343,0.503,0.69,40.8,20.5,6.9,5.4,14.6,21.3,94.6,-1.21,104.3,105.3,19721.0,0.5365853658536586,1
06-07,0.45,0.346,0.474,0.769,39.3,18.5,6.8,4.6,15.1,23.5,94.1,-3.78,105.1,109.9,16360.0,0.3902439024390244,0
06-07,0.444,0.329,0.467,0.761,40.1,19.2,7.4,5.4,15.9,24.0,93.7,-4.86,103.0,108.3,15595.0,0.3658536585365853,0
16-17,0.495,0.383,0.557,0.788,44.4,30.4,9.6,6.8,14.8,19.3,115.9,11.35,115.6,104.0,19596.0,0.8170731707317073,1
16-17,0.462,0.357,0.552,0.766,44.4,25.2,8.2,4.3,15.1,19.9,115.3,5.84,114.7,109.0,16973.0,0.6707317073170732,1
16-17,0.469,0.368,0.519,0.774,46.4,25.3,6.9,3.9,15.0,19.1,111.7,0.7,113.2,112.7,14672.0,0.4878048780487805,0
16-17,0.47,0.384,0.528,0.748,43.7,22.7,6.6,4.0,13.7,18.1,110.3,2.87,113.6,110.3,20562.0,0.6219512195121951,1
16-17,0.475,0.372,0.515,0.784,42.9,23.9,8.5,4.1,14.2,21.3,109.2,1.36,111.2,109.3,17003.0,0.5975609756097561,1
16-17,0.475,0.375,0.525,0.745,43.0,22.5,7.5,4.2,13.0,19.8,108.7,4.42,112.7,108.2,19088.0,0.6219512195121951,1
16-17,0.454,0.359,0.515,0.807,42.0,25.2,7.5,4.1,13.3,20.6,108.0,2.25,111.2,108.4,18553.0,0.6463414634146342,1
16-17,0.459,0.375,0.499,0.78,43.7,21.1,7.0,5.0,13.7,21.2,107.9,-0.23,110.3,110.8,19318.0,0.5,1
16-17,0.45,0.332,0.491,0.776,45.0,19.6,8.2,4.9,15.4,24.8,107.7,-5.14,106.6,112.2,17134.0,0.2926829268292683,0
16-17,0.464,0.363,0.505,0.796,43.3,18.5,8.3,4.9,12.7,20.8,106.9,3.65,112.3,107.8,19830.0,0.6219512195121951,1
16-17,0.452,0.327,0.504,0.745,46.6,21.0,7.9,5.0,15.0,20.9,106.6,1.14,108.3,107.5,18203.0,0.573170731707317,1
16-17,0.444,0.338,0.506,0.788,43.9,21.4,7.2,4.7,16.5,21.0,105.8,-6.74,104.1,110.7,15429.0,0.2439024390243902,0
16-17,0.467,0.349,0.507,0.799,42.4,23.7,8.0,4.5,14.0,20.1,105.6,-0.64,110.8,112.0,14810.0,0.3780487804878049,0
16-17,0.469,0.391,0.5,0.797,43.9,23.8,8.0,5.9,13.4,18.3,105.3,7.13,111.1,103.5,18423.0,0.7439024390243902,1
16-17,0.465,0.376,0.498,0.81,42.0,22.5,8.2,5.0,13.8,19.5,105.1,-0.64,108.6,108.8,16697.0,0.5121951219512195,1
16-17,0.442,0.351,0.488,0.815,43.6,23.1,7.0,4.8,11.5,16.6,104.9,-0.07,108.8,108.6,17333.0,0.4390243902439024,0
16-17,0.45,0.346,0.493,0.754,43.5,20.9,8.2,3.9,15.2,20.7,104.6,-6.29,106.0,113.0,18949.0,0.3170731707317073,0
16-17,0.45,0.35,0.495,0.75,43.7,22.8,7.8,5.5,12.9,18.2,104.3,-1.69,105.2,107.4,16173.0,0.4146341463414634,0
16-17,0.447,0.348,0.485,0.788,45.2,21.8,7.1,5.5,13.9,20.3,104.3,-3.87,107.7,111.5,19774.0,0.3780487804878049,0
16-17,0.474,0.37,0.516,0.768,40.4,24.2,8.1,5.3,14.0,20.2,103.6,-0.45,109.1,109.3,15828.0,0.5121951219512195,1
16-17,0.451,0.341,0.501,0.728,44.3,23.6,8.2,4.8,15.8,18.2,103.2,-1.23,104.9,105.7,15959.0,0.524390243902439,1
16-17,0.455,0.365,0.496,0.706,43.6,21.2,7.2,5.7,13.4,20.5,103.2,0.77,107.8,106.7,19644.0,0.5,0
16-17,0.444,0.34,0.479,0.798,46.3,22.6,7.8,4.8,13.6,17.7,102.9,0.03,107.4,107.0,21680.0,0.5,1
16-17,0.461,0.376,0.496,0.775,41.1,22.5,7.6,4.0,14.6,20.3,102.8,-3.29,107.3,111.3,17608.0,0.3902439024390244,0
16-17,0.442,0.34,0.496,0.771,42.8,23.8,8.4,5.1,16.7,21.9,102.4,-5.83,103.2,108.9,17331.0,0.3414634146341463,0
16-17,0.449,0.33,0.492,0.719,45.7,21.1,7.0,3.8,11.9,17.9,101.3,-1.29,106.0,107.1,15979.0,0.4512195121951219,0
16-17,0.44,0.328,0.488,0.747,43.2,22.2,7.1,4.8,13.3,19.3,101.1,-6.61,103.7,110.5,17753.0,0.3536585365853658,0
16-17,0.466,0.372,0.511,0.747,43.2,20.1,6.7,5.0,13.6,18.8,100.7,4.0,109.6,105.3,19662.0,0.6219512195121951,1
16-17,0.435,0.354,0.473,0.784,42.8,21.3,8.0,4.2,12.9,22.4,100.5,0.96,107.7,107.1,16520.0,0.524390243902439,1
16-17,0.44,0.355,0.489,0.801,38.6,20.8,7.5,3.7,11.9,19.1,97.9,-2.53,105.6,108.8,19789.0,0.4024390243902439,0
14-15,0.478,0.398,0.514,0.768,44.7,27.4,9.3,6.0,14.5,19.9,110.0,10.01,111.6,101.4,19596.0,0.8170731707317073,1
14-15,0.473,0.376,0.519,0.71,42.6,24.8,7.8,5.0,12.3,21.3,106.7,6.8,112.4,105.5,19168.0,0.6829268292682927,1
14-15,0.463,0.352,0.509,0.752,42.3,22.5,8.1,4.5,13.0,20.0,105.2,3.36,109.5,106.4,20188.0,0.6097560975609756,1
